Headline,Body ID,Stance
rumor fidel castro death circulate internet,892,unrelated
israeli canadian woman capture isi say safe secure,346,discuss
tropical spider burrow man skin scar,959,unrelated
nigeria say struck cease fire boko haram talk right guy,800,unrelated
big bank hank u rapper sugarhill gang founder member die num,1107,unrelated
u hostage luke somers kill yemen rescue bid family,1034,unrelated
batmobile steal cop,2055,unrelated
militant jihadi john name mohammed emwazi london,2202,discuss
new audio record ferguson may capture michael brown shooting,1808,unrelated
meteorite cause mysterious boom nicaragua,649,unrelated
nun give birth surprise baby complain stomach pain,706,discuss
one homeless man num astonish video,467,unrelated
nigeria say ceasefire agree boko haram,1166,discuss
miss libyan jetliner raise fear terror attack num num,2162,discuss
sex attacker penis cut cleaver india,1709,discuss
u arm airdrop fell isi hand pentagon,2295,discuss
sugarhill gang rapper big bank hank dead num,752,unrelated
shoot war memorial parliament hill unconfirmed report say soldier shot,1457,discuss
islamic state release video apparently show behead miss u journalist james foley,2404,unrelated
nigerian doubtful girl release boko haram truce breach,459,unrelated
passenger wear hazmat suit dull airport photo,1826,agree
investigates medium report isi fighter contract ebola,1506,discuss
report secret service lie white house fence jumper,848,discuss
dna test confirm lebanon hold isi leader child,254,unrelated
isil beheads american photojournalist iraq,87,unrelated
u intel taliban man release gitmo bergdahl deal back militant activity,1949,unrelated
jihadi john islamic state killer behind mask young londoner,2184,unrelated
two gop congressman say suspected terrorist catch cross u mexico border,564,unrelated
omsk schoolboy turn man magnet shock,1317,unrelated
new audio record ferguson may capture michael brown shooting,1974,unrelated
report batmobile might steal detroit,1338,unrelated
penis drawn bugatti veyron could world expensive car vandalism,2235,unrelated
wife son islamic state leader abu bakr al baghdadi detain lebanon,1787,unrelated
isi claim kidnap gill rosenberg first western woman fall group hand,121,unrelated
islamic state leader al baghdadi dead,1634,discuss
priest die num minute say meet god woman,2142,unrelated
cnn audio moment michael brown shot,1435,unrelated
meteorite cause mysterious boom nicaragua,971,unrelated
apple watch feature time power reserve mode prototype disguise samsung watch,2283,unrelated
arrest isi leader wife son,1877,disagree
nigeria boko haram blame raid despite truce claim,1821,discuss
kim yo jong take kim jong un sister assume north korea state duty brother undergo medical treatment,1854,unrelated
man slap people sneeze public hunt police,1708,unrelated
audio gunfire michael brown case authenticate app company,2234,unrelated
new audio reveals pause gunfire michael brown shot attorney,1803,unrelated
allege audio michael brown shoot sound good officer darren wilson,1950,unrelated
report num isi terrorist catch southern border num hr,130,unrelated
u official video show american execution,1120,unrelated
week weird news horrible human slap elderly woman sneeze,1660,unrelated
video show isil behead photojournalist james foley,2524,agree
saudi arabia fatwa building snowman,1090,unrelated
oh hey paul rudd one dallas airport homophobe hero big,609,agree
kim jong un rely cobra wine problem trouser snake,984,unrelated
senator detainee swap bergdahl contact militant,1372,unrelated
rumor seth rogen appear woz sony steve job film,1746,discuss
tiger wood luxe viking island sweden sale,240,unrelated
flood libel propagandist num,289,unrelated
north korea dictator kim jong un undergoes surgery break ankle military tour,2022,discuss
isi militant appear behead abducted american journalist james wright foley graphic video,1011,discuss
brian williams demand apology social medium erroneous urination report video,258,unrelated
north korean dictator kim jong un replace sister,958,unrelated
iphone num user tear hair,513,unrelated
miss mexico student among num body find mass grave,1405,discuss
james foley remember brave tireless journalist,2002,unrelated
fear journalist james wright foley behead islamic state jihadist message united state,1569,unrelated
report isi fighter contract ebola incorrect say iraqi health ministry,1778,agree
mass grave find num student disappear mexican protest,1269,unrelated
steve job biopic eye seth rogen play apple co founder steve wozniak,1058,unrelated
al shabab leader order kenya mall massacre believe kill u drone attack somalia,961,unrelated
mexico student massacre update graf discover murder site,1148,unrelated
james foley remember brave tireless journalist,2127,unrelated
isi border crisis dhs chief say terrorist enter u mexico,1022,unrelated
video purport show behead u journalist militant,2070,unrelated
son pay parent mortgage christmas,2072,unrelated
sugarhill gang big bank hank dead num,1190,agree
iraqi official dismisses unfounded report isi fighter ebola,851,unrelated
audio recording michael brown shoot reportedly surface,1921,unrelated
hope fade girl release boko haram truce breach,1125,unrelated
kim yo jong take kim jong un role north korea ill health rumor fabricate,817,discuss
wife child islamic state leader baghdadi hold lebanon,1787,unrelated
vice guide spending num num dinner,1040,unrelated
batman v superman batmobile steal,1789,unrelated
prankster give homeless man num secretly follow learns buy food others,2132,disagree
break gill rosenberg former idf soldier capture isi,1808,unrelated
dera sacha sauda chief force castration num devotee cbi file case msg messenger god actor,1731,unrelated
amazon open first brick mortar site,2453,unrelated
tim cook reportedly reveal apple watch waterproof improve,2367,unrelated
isil allegedly kill u journalist video,2404,unrelated
isi fighter get catch come across u mexican border,984,unrelated
schoolboy almost kill electric shock claim superpower like magneto,1034,unrelated
sugarhill gang rapper big bank hank die age num,993,agree
james foley american journalist james wright foley behead new isi video break news,1873,unrelated
report fence jumper make east room white house,1547,unrelated
another american hostage risk islamic state,2526,unrelated
isi leader dead,2431,unrelated
pentagon death al shabaab leader u strike would major blow,1024,unrelated
isi threat texas mexico border,1483,unrelated
man chop penis throw trash get dump bad bedroom skill,40,unrelated
soldier gunman kill shoot incident near canadian parliament,2338,unrelated
islamic state militant catch u border patrol,130,unrelated
report quarantine texas town real share fake news website,1277,unrelated
michael brown shoot audio caught tape,2234,unrelated
isi militant appear behead abducted american journalist james wright foley graphic video,1857,unrelated
islamic militant post video claim show behead u journalist,346,unrelated
jordan king may participate personally isi raid,803,unrelated
isi beheads american journalist james foley video message u,2115,unrelated
vogue v rat war rat win,1619,discuss
apple watch gold edition rumor price num buy,54,unrelated
arrest isi leader wife son,1913,unrelated
new isi video show militant seize weapon airdropped u near kobani,2483,unrelated
fear islamic state could launch ebola attack britain fighter contract virus,1122,discuss
j j abrams ask disney move star war force awakens release date,1393,discuss
update boston com make story web sheriff ben edelman send racist email,727,unrelated
ebola case iraq,1385,unrelated
audio recording michael brown shoot reportedly surface,1692,discuss
fast christian bale bail steve job biopic,1839,unrelated
hero soldier nathan cirillo kill convict criminal michael zehaf bibeau,205,unrelated
rumor fidel castro death circulate prolong absence public life,227,unrelated
two bloke dare eat num year old burger charity,2078,unrelated
opposition group isi militant train fly warplane syria,2408,discuss
apple may launch num inch macbook air retina display,1040,unrelated
break pencil illustration banksy,740,unrelated
video purport show beheading american journalist,1569,unrelated
large space object slam nicaragua capital asteroid pass earth,1661,discuss
lebanon hold leader daughter ex wife,1004,discuss
amazon newest tablet come free news washington post,221,unrelated
isi beheads american photo journalist james wright foley threatens come,1288,discuss
isi claim intercept supply u airdrop,2448,unrelated
nigeria say deal boko haram release kidnap girl,1317,unrelated
small meteorite strike nicaragua government say,1900,unrelated
pumpkin spice condom num flavor happen,2240,unrelated
lawmaker say least num islamic state fighter capture southern u border,239,unrelated
video show isil behead photojournalist james foley,2261,unrelated
pentagon isi seize material airdropped kurd,168,unrelated
small red book among find num year old boston time capsule,2257,agree
jose canseco accidentally shot hand,1772,unrelated
isi militant appear behead abducted american journalist james wright foley graphic video,1120,unrelated
man slap people around head sneeze hunted police,1521,unrelated
new york city plan end arrest possession small amount marijuana,666,unrelated
saudi arabia cleric issue fatwa build snowman,942,unrelated
medium outlet identify jihadi john,1543,unrelated
homeland security isil fighter u border,425,discuss
south korea kim jong un ankle surgery remove cyst,505,unrelated
come store near pumpkin spice condom,391,unrelated
wfb bill gertz obama administration try play miss libyan airliner,2208,agree
want man respond police facebook post would turn,1408,agree
report christian bale play steve job,1841,discuss
urgent leader isil abu bakr al baghdadi kill photo,1473,agree
audio recording michael brown gun make time kill app company appear confirm tape eleven bullet fire include final volley kill shot,2313,unrelated
lead zeppelin robert plant rip num million reunion contract,1978,agree
robert plant rip numm lead zeppelin reunion contract,169,unrelated
christian bale talk play steve job sony danny boyle,1854,unrelated
white house fence jumper get farther previously think source say,1137,unrelated
snowman declare anti islamic snow fall saudi arabia,2167,agree
cbi register criminal conspiracy case dera chief claim num male follower forcibly castrate,936,unrelated
saudi cleric condemns snowman anti islamic,399,agree
islamic state claim execute american photojournalist james foley,511,unrelated
british bear rapper main suspect search isi jihadist behead james foley,572,unrelated
isi fighter seize weapon airdrop meant kurd,2404,discuss
insider claim steel apple watch start num gold num num,1854,unrelated
dna test confirm child head abu bakr al baghdadi daughter,2360,unrelated
isil allegedly kill u journalist video,1195,unrelated
abdel majed abdel bary emerges suspect foley beheading,1339,unrelated
jihadi john identify british man west london,1252,unrelated
india num men cut testicle get closer god follow advice guru,1950,unrelated
report christian bale bail steve job movie,1702,unrelated
boko haram ceasefire ignore violence flare borno state,1541,unrelated
jihadi john identity reveal mohammed emwazi live,1800,discuss
boko haram denies truce say kidnap girl marry,402,unrelated
report nearly dozen commercial airliner miss ahead num num anniversary islamist overrun libyan airport,1699,unrelated
macaulay culkin dead,498,unrelated
pizza delivery man get num num tip,2370,unrelated
taliban member swap obama bowe bergdahl try return terror report,819,unrelated
break islamic state video beheads american journalist james wright foley kidnap num bnonews,1040,unrelated
aborted baby boy,614,unrelated
animal lover abuzz pope comment paradise open god creature,1371,agree
kim jong un set open new restaurant scotland,1535,unrelated
shot hear allege brown shoot record audio,2266,unrelated
break british bear hostage kill fail rescue attempt,1256,unrelated
report possible audio tape michael brown shoot,844,unrelated
expert cast doubt bunbury man dylan thomas burrow stomach spider story,986,agree
allege audio michael brown shoot sound good officer darren wilson,1786,unrelated
moscow police look felon cut male genitals,845,agree
rajasthan angry mob teach rapist lesson chop penis,125,unrelated
north korean leader kim jong un miss ankle surgery,524,unrelated
kim yo jong kim jong un sister take control north korea brother get treatment,1097,unrelated
isi militant allegedly contract ebola,1291,unrelated
nigeria miss girl release boko haram government aide claim,1697,unrelated
islamic state killer jihadi john name mohammed emwazi,2328,unrelated
dna test confirm child head abu bakr al baghdadi daughter,2268,discuss
u hostage luke somers kill yemen rescue bid family,1844,discuss
boko haram ceasefire nigeria ceasefire,1697,unrelated
unverified video show behead aid worker david haines,2102,discuss
dump woman spend week kfc get ex,2329,unrelated
question raise nicaragua meteorite,2154,discuss
nun give birth surprise baby complain stomach pain,1597,unrelated
kim jong un fat eat cheese broken ankle,2417,discuss
james foley remember brave tireless journalist,1857,unrelated
yang hu worker zhejiang cut penis desperation find love,2524,unrelated
lynch mob use butcher meat cleaver castrate rapist caught attack teenage girl alleyway indian city,1680,unrelated
mexico find num graf site suspect student massacre,1148,unrelated
jordan king may participate personally isi raid,1840,unrelated
evil straight pit hell american journalist james foley reportedly behead isi,2115,unrelated
fence jumper run much main floor white house report,687,unrelated
nigeria say ceasefire agree boko haram,344,unrelated
vandal add rude paint job num numm bugatti luckily owner turn hoax,1183,unrelated
nicaraguan commission possible meteorite crash present rock sample,534,unrelated
aaron sorkin confirm christian bale play steve job,35,unrelated
vogue new dig reportedly swarm rat,754,unrelated
spiderman squish perth expert debunk spider burrowing claim,2297,unrelated
video purport show behead u journalist militant,1966,discuss
mexico prosecutor student numst mass graf,324,unrelated
isi beheads american photo journalist james wright foley threatens come,2525,unrelated
nyc relaxes response marijuana possession,1718,unrelated
audio may capture michael brown shoot,2187,unrelated
boko haram could release kidnap girl nigerian official say,34,unrelated
hard evidence isi claim kidnap canadian israeli woman gill rosenberg,1240,unrelated
u official video show american execution,2261,unrelated
planetary alignment jan num num decrease gravity num minute cause partial weightlessness,1377,disagree
isi militant allegedly contract ebola,1040,discuss
watch naked airport worker walk scanner bizarre protest rough guard,789,unrelated
brian williams meteorologist pee live tv,205,unrelated
hospital man treat ebola kansa city,1226,unrelated
nigeria boko haram agree ceasefire girl release,2530,discuss
sick kansa city man say ebola u plan new step fight virus,1905,unrelated
video message service verifies time cnn audio recording,2235,disagree
banksy create charlie hebdo tribute cartoon mean appreciate,539,unrelated
angry mob cut rapist penis meat cleaver viewer discretion,2196,unrelated
apple target march apple watch launch retail training begin next month,808,unrelated
shock claim pga golfer say tiger wood suspend failed drug test,2520,unrelated
islamist website claim israeli canadian woman kidnap report,1862,discuss
priest die wake claim god woman huh,1649,unrelated
audio record allegedly capture least num shot fire michael brown kill,254,unrelated
u uk eye rapper british bear militant behead journalist james foley,1237,unrelated
isi executioner jihadi john identify mohammed emwazi,961,unrelated
fast christian bale bail steve job biopic,286,unrelated
vladimir putin get pooped bird first world war speech,1006,unrelated
break brat pack judd nelson find dead los angeles condo,2281,unrelated
nun give birth baby boy suffer intense stomach pain,539,unrelated
batman v superman batmobile steal detroit,1751,discuss
graffiti artist banksy arrest london identity reveal,1437,unrelated
dupe macaulay culkin dead,2523,unrelated
saudi tv blur image michelle obama,396,unrelated
saddam hussein pilot train islamic state group,524,unrelated
apple may launch num inch macbook air retina display,1795,unrelated
blunder boyfriend burn college try impress girlfriend elaborate marriage proposal,1277,unrelated
story catholic priest die see god woman come back life almost definitely fake,214,unrelated
u lawmaker ten isi fighter apprehend come across southern border video,2249,discuss
shot hear allege brown shoot record audio,385,unrelated
texas plumber truck spot syria nothing terror,1467,unrelated
isi seemingly behead american journalist james wright foley,2130,unrelated
ate ceiling pooped keyboard rat take vogue new world trade center office anna wintour longer want work,2174,unrelated
finally apple watch launch num march num num apps,280,unrelated
chinese guide avoid bad english name,1588,unrelated
james foley miss american photojournalist reportedly execute isi syria,1580,discuss
u official video show american execution,1549,unrelated
schoolboy almost kill electric shock claim superpower like magneto,1574,unrelated
someone troll twitter think macklemore join isi,385,unrelated
apple num inch retina macbook air show artist rendition,1863,unrelated
tourist wake find strange red trail stomach discovers spider burrow appendix scar crawl skin holiday bali,1541,unrelated
boy nearly died superpower like marvel magneto,1839,unrelated
robert plant literally rip num million contract reunite lead zeppelin,2133,unrelated
lynch mob castrate allege rapist rajasthan,1338,unrelated
ebola outbreak num update isi fighter may contract deadly virus,846,discuss
banksy arrest real identity reveal hoax last year,882,unrelated
teen make num million trading stock confirm teen dominance worldwide,550,unrelated
report tom brokaw want brian williams fire,2469,unrelated
kim jong un fat injure ankle,2385,unrelated
soon marijuana may lead ticket arrest new york,1439,unrelated
ferguson riot audio may capture michael brown shoot,1481,unrelated
cameron vow hunt monster haines murder,1178,unrelated
comcast threaten cut customer use tor web browser criminal,1359,agree
mexico hit student massacre least num anti corruption protester round murder dumped mass grave another num miss,1670,unrelated
gcpd solve steal batmobile case,1790,unrelated
new audio reveals pause gunfire michael brown shot attorney,1289,unrelated
isil beheads american photojournalist iraq,1116,discuss
catholic priest dead num minute miraculously revive revelation god even shock,808,agree
pure evil islamic state beheads american journalist james wright foley,2495,discuss
kim jong un sister power behind north korean throne,2477,discuss
forget tip especially spend num num,1702,unrelated
electric shock turn russian boy marvel magneto,1006,unrelated
journalist james wright foley reportedly behead isi,533,unrelated
limit depravity islamic state feed mother son,1289,unrelated
brian williams demand apology social medium erroneous urination report video,2092,unrelated
cnn play allege audiotape michael brown shootingmilitarization police,2481,discuss
break isi beheads american journalist james wright foley,2495,discuss
british rapper suspect isi beheading,626,unrelated
u airstrike kill islamic al shabab terrorist leader somalia,2268,unrelated
russian man wake find testicle steal,1519,unrelated
new io num bug delete icloud document,906,unrelated
tropical spider burrow man skin appendix scar live three day,859,unrelated
rare case seven bosnian girl age num num fall pregnant five day school trip parent outrage school cite parental neglect,1547,unrelated
weaponize ebola isi militant say contract deadly virus,2177,unrelated
isi extremist claim behead british hostage david haines,2241,discuss
newly discover mass grave link miss mexican student,2367,unrelated
unconfirmed isi claim kayla mueller american female hostage dead,2376,discuss
isil video claim behead kidnap journalist james foley,481,discuss
fast christian bale bail steve job biopic,830,unrelated
lady fb num intersex fuck michael phelps first date,1839,unrelated
isi claim behead u journalist,2526,unrelated
rumor isi leader death debunk,2187,unrelated
meteorite make big crater nicaragua government say,1627,unrelated
catholic priest die num minute come back life claim god female,554,unrelated
david haines behead isi execution video contain threat uk report,1477,unrelated
allege audio michael brown shoot release,1832,unrelated
seth rogen woz,1157,unrelated
get harder arrest pot possession new york city,1406,discuss
enormous num stone catfish caught fishing rod italy num minute boat battle,793,unrelated
mexican student among body find mass graf,537,discuss
blunder boyfriend burn college try impress girlfriend elaborate marriage proposal,793,unrelated
jess smith num claim teletubbies giggle baby get pay,837,unrelated
islamic state training pilot fly mig fighter plane say monitoring group,1293,unrelated
num hidden mass graf may hold miss mexican student,1213,unrelated
jordan king cite clint eastwood revenge vow,2360,unrelated
small meteorite strike nicaragua government say,2155,unrelated
see homeless man spend hundred dollar keep tissue handy video,2240,unrelated
piper jaffray peg stainless steel apple watch price num edition num num,1169,unrelated
islamist terrorist jabhat ansar al deen tweet picture texas plumber truck fit anti aircraft gun syria,450,discuss
guy say spider burrow skin expert say,1422,unrelated
seven teenage girl get pregnant school trip,821,unrelated
nicaragua say meteorite probable cause blast capital,2475,discuss
jihadi john islamic state killer behind mask young londoner,1543,unrelated
willie nelson dead viral hoax fool internet,304,unrelated
boko haram release abduct schoolgirl part ceasefire agreement,381,unrelated
new audio show michael brown shot num time,346,unrelated
apple watch launch reportedly plan february limit supply,1742,unrelated
really believe colorado kfcs selling pot reality check,1873,unrelated
seth rogen star steve wozniak sony steve job biopic update,2272,unrelated
pentagon denies kill isi chief airstrikes hit top extremist,35,unrelated
forget num karat gold next generation apple watch edition could use platinum report,2055,unrelated
aborted baby boy,1789,unrelated
audio record allegedly capture least num shot fire michael brown kill,944,discuss
vigilante cut alleged rapist penis,2005,agree
woman detain lebanon al baghdadi wife iraq say,1948,unrelated
isi reportedly behead american photojournalist iraq,2287,unrelated
report new num inch macbook air slim single usb port,2509,unrelated
continue violence put boko haram ceasefire jeopardy,1166,discuss
british aid worker david haines behead isil,787,unrelated
dhs gop rep claim isi member catch u border categorically false,1498,unrelated
nigeria say struck cease fire boko haram talk right guy,308,discuss
scientist doubt meteor cause crater nicaragua,269,unrelated
cold turkey,2252,unrelated
kim jong un sister power behind north korean throne,755,unrelated
brian williams insist nbc news meteorologist pee snow air,1333,agree
iraqi medium say isi militant contract ebola,1289,unrelated
shock indian man penis cut caught attempt rape photo,17,unrelated
jose canseco accidentally shot hand,2352,agree
man cut manhood throw bin girlfriend leave small penis,2496,agree
internet try make axl rise latest death hoax victim,1857,unrelated
macaulay culkin dead actor victim death hoax,195,unrelated
kim jong un absent north korean leader recover ankle surgery,1457,unrelated
batmobile steal detroit,1494,unrelated
libya miss libya plane spark security concern,1660,unrelated
weatherman catch pee live camera,1047,unrelated
apple work num inch macbook air,1863,unrelated
pentagon airstrike kill terror leader somalia,1610,agree
shoot war memorial parliament hill unconfirmed report say soldier shot,2156,discuss
wife child islamic state leader baghdadi hold lebanon,1875,unrelated
christian bale play steve job,458,disagree
bird really poop putin,1813,agree
isi reportedly behead u journalist james wright foley camera,1347,unrelated
iraqi social medium rumor claim leader slain,1889,discuss
ebola virus spread among isi militant report claim jihadist seek cure mosul hospital,93,unrelated
meteorite impact nicaragua weekend,1917,unrelated
james foley american journalist james wright foley behead new isi video break news,481,discuss
jihadi john isi fighter name mohammed emwazi west london,1427,unrelated
story high school trader make num million rumor spun control,1024,unrelated
meteorite leave crater nicaraguan capital managua,966,agree
london hip hop artist abdel majed abdel bary key suspect hunt killer american journalist james foley,975,unrelated
watch u marine save helmet shot taliban sniper,1724,unrelated
news cesar millan death false,979,agree
hunt cruel owner abandon dog train station,650,unrelated
emotional sergeant arm greet back parliament rouse stand ovation day heroically shoot dead terrorist first time use weapon num year career,2113,discuss
islamic militant post video claim show behead u journalist,1627,unrelated
break news gunman shot dead wound soldier near canada parliament,186,unrelated
dog abandon ayr station belonging suitcase,2480,unrelated
isi executioner jihadi john name medium,77,unrelated
return mac seth rogen talk star apple co founder steve wozniak upcoming steve job biopic,646,unrelated
u arm airdrop fell isi hand pentagon,2009,unrelated
play steve job christian bale quit,1294,unrelated
exclusive new york mag boy genius investor make,2252,unrelated
suspect meteorite leaf crater managua link asteroid,1917,unrelated
watch moment tv weatherman catch urinating bush live camera,2147,unrelated
ottawa investigates report isi capture canadian israeli woman,714,discuss
vice squad numm win light las vega,640,unrelated
saudi arabian cleric issue fatwa snowman,399,agree
mexico hit student massacre least num anti corruption protester round murder dumped mass grave another num miss,777,discuss
dog find abandon outside railway station suitcase belonging,1197,unrelated
see homeless man spend hundred dollar keep tissue handy video,941,unrelated
isil allegedly kill u journalist video,2388,discuss
rajasthan angry mob teach rapist lesson chop penis,1760,unrelated
guy pay parent mortgage christmas,2459,agree
guy say spider burrow skin expert say,1826,unrelated
miss mexico student among num body find mass grave,761,unrelated
rcmp release security footage michael zehaf bibeau attack say shot soldier back,804,unrelated
managua explosion meteorite nasa suggests,961,disagree
new audio show michael brown shot num time,1351,unrelated
homeland security isil fighter u border,385,unrelated
advisory islamist rebel leader kill u strike somali government,1835,discuss
break isi use chemical weapon murder num iraqi soldier chlorine gas attack,2411,unrelated
jordan king may participate personally isi raid,1588,unrelated
hope fade girl release boko haram truce breach,1906,unrelated
rare case seven bosnian girl age num num fall pregnant five day school trip parent outrage school cite parental neglect,984,unrelated
nigeria claim deal boko haram ceasefire kidnap girl,1003,unrelated
mystery man slap shopper around head sneezing,35,unrelated
audio recording michael brown gun make time kill app company appear confirm tape eleven bullet fire include final volley kill shot,2044,unrelated
u marine survives headshot afghanistan,2046,agree
woman detain lebanon al baghdadi wife iraq say,2042,unrelated
boko haram denies truce say kidnap girl marry,304,unrelated
allege audio michael brown shoot release,2317,discuss
canadian soldier shot ottawa war memorial report,731,unrelated
hospital official kansas city patient treat ebola,1519,unrelated
bunch people think banksy get arrest hoax,2051,agree
cnn post allege audio michael brown shoot,2313,unrelated
holy theft batmobile steal batman v superman,1130,unrelated
heart tug viral video generous homeless man hoax,2370,unrelated
isi leader dead,35,unrelated
heartwarming video show son reveal pay parent mortgage christmas gift,1567,agree
isil allegedly kill u journalist video,2295,unrelated
apple launch totally redesign num inch macbook air,690,discuss
meteorite impact nicaragua weekend,2155,unrelated
high school student rumor make num million trading stock,313,unrelated
ann arbor pizza delivery driver surprise num num tip,2122,agree
play steve job christian bale quit,1226,agree
pentagon denies kill isi chief airstrikes hit top extremist,621,discuss
google buy big chunk pacific shore iconic redwood city office park,595,unrelated
kc man ebola,1095,unrelated
fear islamic state could launch ebola attack britain fighter contract virus,1821,unrelated
vogue new dig reportedly swarm rat,2263,discuss
nigeria boko haram reach ceasefire deal kidnap girl go free official say,344,unrelated
rep duncan hunter least num isi fighter catch mexican border,190,unrelated
low level marijuana possession could soon land ticket instead arrest new york city,807,agree
newly discover mass grave link miss mexican student,761,unrelated
give homeless man num guy secretly film,2305,agree
u marine survives headshot afghanistan,1934,unrelated
isi supporter mourn death youngest fighter,1179,discuss
rat problem worsen one world trade center office conde nast,367,unrelated
wsj apple cut watch health feature due erratic sensor,1524,unrelated
shot hear allege brown shoot record audio,1097,unrelated
north korea leader kim still charge injured leg source,1256,unrelated
u official video show american execution,1966,discuss
lebanon hold leader daughter ex wife,1263,discuss
watch naked airport worker walk scanner bizarre protest rough guard,1733,agree
journalist james wright foley reportedly behead isi,2526,unrelated
rumor seth rogen appear woz sony steve job film,1197,unrelated
eye catch rare sight anna wintour without trademark sunglass leave rat infest vogue office,1256,unrelated
nigeria say struck cease fire boko haram talk right guy,34,unrelated
magic mushroom find buckingham palace ground,562,unrelated
op ed hoax priest never exist claim die saw female god,1048,unrelated
mexico student massacre update graf discover murder site,1740,unrelated
see isi militant catch try cross border texas congressman claim,1376,discuss
durex planning release pumpkin spice condom,608,unrelated
isi blast scorpion bomb civilian area iraq mosul resident live fear,2044,unrelated
texas town quarantine family five test positive ebola virus,410,disagree
return mac seth rogen talk star apple co founder steve wozniak upcoming steve job biopic,874,unrelated
see california homeless man use num gift give food others,320,unrelated
ebola case iraq,1669,discuss
rat eat prada vogue ny office,944,unrelated
ottawa gunman identify num year old michael zehaf bibeau,2002,unrelated
former pga tour player tiger wood suspend drug test failure,722,unrelated
sadly vladimir putin drive round motorcade shape like penis,1021,unrelated
white house fence jumper make far deeper building previously know,1631,unrelated
isi ebola contingency plan develop iraq,225,unrelated
cook say confirm apple watch showerproof last day,88,unrelated
mum offer sell twin boy save twin girl,2362,unrelated
bird really poop putin,1028,unrelated
north korean leader kim jong un mystery illness actually two broken ankle newspaper say,2417,discuss
ottawa gunman identify num year old michael zehaf bibeau,1751,unrelated
might rat infestation vogue,834,discuss
hairgate iphone num customer complain phone rip hair,2096,unrelated
viral video homeless man spending num food homeless fake witness say,945,unrelated
update saudi state television allegedly blur michelle obama face meet new saudi king,691,discuss
isi fighter contract ebola,2177,unrelated
female israeli fighter say abducted islamic state read female israeli fighter say abducted islamic state,387,unrelated
michael phelps girlfriend bear male tell swimmer past,2287,unrelated
video homeless man good deed num elaborate hoax,1925,disagree
schoolboy almost kill electric shock claim superpower like magneto,2525,unrelated
iraq say arrest woman wife isi leader al baghdadi,2268,discuss
isi fighter seize weapon airdrop meant kurd,2295,discuss
watch u marine save helmet shot taliban sniper,2360,agree
anna wintour refuse work new world trade center vogue office due rat infestation,2072,discuss
weather reporter mike seidel catch guard live tv appear urinating snow watch,2092,unrelated
iraqi medium say isi militant contract ebola,2197,unrelated
christian bale play steve job new movie,296,unrelated
james foley executioner say identified british rapper read james foley executioner say identified british rapper,2459,unrelated
pumpkin spice condom could thing save world basic child,1853,unrelated
video marine survive taliban sniper headshot thanks helmet,1040,unrelated
hundred mourn death fidel castro rumour sweep twitter confuse recently depart fidel castro odinga nairobi,2472,unrelated
see isi militant catch try cross border texas congressman claim,80,unrelated
angry mob cut rapist penis meat cleaver viewer discretion,1829,unrelated
shock picture show mother try sell son pay twin daughter cancer treatment,2531,unrelated
daash ebola transfer mosul google translate,2060,disagree
isi beheads photojournalist james wright foley massage u end intervention iraq,847,discuss
christian bale play steve job,1157,discuss
apple limit feature apple watch save battery life accord developer,234,unrelated
christian bale quits steve job movie,2313,unrelated
isilkulskom student gain superhero power shock,972,unrelated
num aircraft miss terrorist hold tripoli airport ahead num num anniversary,1197,agree
aaron sorkin confirm christian bale play steve job,1646,unrelated
nigeria boko haram blame raid despite truce claim,922,discuss
taylor lianne chandler michael phelps cougar girlfriend reveal,60,unrelated
nicaragua ask u help investigate meteorite crater,1913,agree
samsung reportedly make secret new chip apple watch,1294,unrelated
boko haram denies truce say kidnap girl marry,1506,unrelated
weaponize ebola isi militant say contract deadly virus,267,unrelated
senior western intelligence official confirms london rapper abdel majed abdel bary suspect foley kill,1263,unrelated
brian williams slam social medium speculation weatherman mike seidel relieve air,40,unrelated
predator drone fly isil syrian capital,2413,unrelated
report jihadist steal commercial jet raise num num fear,1575,unrelated
absent duty num year cpwd official dismiss,2134,agree
oh hey paul rudd one dallas airport homophobe hero big,242,unrelated
heart tug viral video generous homeless man hoax,1996,disagree
tour agent tiger wood ban,2330,agree
willie nelson dead viral hoax fool internet,2046,unrelated
accountant say comcast get fired contesting bogus charge,2447,unrelated
lebanon detain wife son al baghdadi,1943,unrelated
dna test prove lebanon hold isi chief al baghdadi ex wife daughter catch fake passport,2463,unrelated
pumpkin spice condom could thing save world basic child,1477,unrelated
woman expose cheat boyfriend brilliant christmas gift,1296,unrelated
batman set play steve job upcoming biopic,1077,unrelated
christian bale talk play steve job exclusive,137,unrelated
boko haram ceasefire doubt attack report nigeria,125,unrelated
isi get ebola,2342,unrelated
hundred mourn death fidel castro rumour sweep twitter confuse recently depart fidel castro odinga nairobi,43,unrelated
isi claim kidnap gill rosenberg first western woman fall group hand,2147,unrelated
paul revere num time capsule unearth,1416,unrelated
islamic state report youngest jihadist martyr battle,300,unrelated
india rape crisis see mob castrate allege sex attacker shock scene,2483,unrelated
boko haram denies agree ceasefire,1430,discuss
exclusive new york mag boy genius investor make,313,unrelated
ferguson riot audio may capture michael brown shoot,1786,unrelated
lebanon hold leader daughter ex wife,1349,unrelated
boyfriend cut penis throw bin girlfriend dump bad bed,1379,unrelated
isi trick mum eat son num reluctant cannibal include forced eat body part,2349,unrelated
oscar winner christian bale play steve job upcoming biopic,932,unrelated
